order_id,order_date,customer_id,customer_name,region,category,product_name,sales,quantity
9877,2023-08-16,C009,Karan,East,Office Supplies,Pen Set,4800,4
9878,2023-05-28,C007,Rohan,East,Furniture,Desk,75000,3
9879,2023-12-16,C008,Neha,South,Office Supplies,Notebook,2400,3
9880,2023-09-22,C007,Rohan,West,Office Supplies,Pen Set,6000,5
9881,2023-02-11,C007,Rohan,North,Technology,Tablet,30000,1
9882,2023-07-10,C001,Aarav,West,Technology,Laptop,300000,4
9883,2023-01-08,C007,Rohan,West,Technology,Laptop,300000,4
9884,2023-01-18,C010,Isha,West,Furniture,Desk,25000,1
9885,2023-10-01,C008,Neha,West,Technology,Tablet,60000,2
9886,2023-09-22,C006,Priya,South,Technology,Laptop,300000,4
9887,2023-09-12,C003,Rahul,West,Technology,Monitor,44000,2
9888,2023-02-08,C007,Rohan,West,Technology,Monitor,44000,2
9889,2023-05-19,C008,Neha,South,Furniture,Office Chair,24000,2
9890,2023-01-11,C007,Rohan,West,Technology,Monitor,88000,4
9891,2023-06-19,C005,Vikram,South,Office Supplies,Pen Set,6000,5
9892,2023-08-27,C010,Isha,North,Technology,Tablet,120000,4
9893,2023-04-22,C004,Ananya,North,Furniture,Desk,50000,2
9894,2023-12-04,C003,Rahul,North,Technology,Monitor,88000,4
9895,2023-08-25,C001,Aarav,East,Furniture,Desk,100000,4
9896,2023-06-23,C008,Neha,West,Technology,Laptop,225000,3
9897,2023-03-19,C001,Aarav,North,Technology,Monitor,22000,1
9898,2023-01-23,C010,Isha,East,Office Supplies,Pen Set,4800,4
9899,2023-02-01,C010,Isha,West,Technology,Monitor,66000,3
9900,2023-10-09,C001,Aarav,South,Technology,Laptop,300000,4
9901,2023-09-16,C001,Aarav,West,Office Supplies,Pen Set,3600,3
9902,2023-02-10,C002,Meera,South,Office Supplies,Notebook,1600,2
9903,2023-09-17,C007,Rohan,West,Furniture,Office Chair,24000,2
9904,2023-05-14,C008,Neha,West,Office Supplies,Notebook,3200,4
9905,2023-11-11,C006,Priya,East,Technology,Monitor,22000,1
9906,2023-01-09,C009,Karan,North,Technology,Monitor,66000,3
9907,2023-11-19,C007,Rohan,South,Furniture,Office Chair,36000,3
9908,2023-09-23,C002,Meera,West,Technology,Laptop,75000,1
9909,2023-07-11,C004,Ananya,West,Technology,Tablet,150000,5
9910,2023-10-16,C001,Aarav,East,Office Supplies,Notebook,1600,2
9911,2023-02-13,C007,Rohan,South,Technology,Tablet,60000,2
9912,2023-01-15,C008,Neha,South,Furniture,Desk,50000,2
9913,2023-05-27,C010,Isha,North,Technology,Laptop,150000,2
9914,2023-06-06,C003,Rahul,East,Office Supplies,Notebook,800,1
9915,2023-10-31,C010,Isha,West,Technology,Laptop,150000,2
9916,2023-12-02,C005,Vikram,North,Furniture,Office Chair,12000,1
9917,2023-03-03,C003,Rahul,South,Technology,Tablet,30000,1
9918,2023-10-06,C003,Rahul,North,Furniture,Desk,75000,3
9919,2023-03-09,C010,Isha,East,Furniture,Desk,125000,5
9920,2023-02-02,C001,Aarav,South,Office Supplies,Pen Set,6000,5
9921,2023-11-30,C008,Neha,West,Office Supplies,Pen Set,3600,3
9922,2023-05-22,C005,Vikram,West,Furniture,Office Chair,12000,1
9923,2023-03-11,C004,Ananya,North,Technology,Tablet,150000,5
9924,2023-12-19,C003,Rahul,South,Office Supplies,Notebook,3200,4
9925,2023-09-24,C001,Aarav,South,Office Supplies,Pen Set,1200,1
9926,2023-01-15,C006,Priya,East,Furniture,Office Chair,36000,3
9927,2023-11-17,C005,Vikram,South,Office Supplies,Notebook,4000,5
9928,2023-04-20,C005,Vikram,North,Furniture,Office Chair,12000,1
9929,2023-08-19,C005,Vikram,North,Furniture,Office Chair,60000,5
9930,2023-09-01,C010,Isha,North,Furniture,Desk,125000,5
9931,2023-12-31,C009,Karan,West,Office Supplies,Pen Set,6000,5
9932,2023-12-05,C010,Isha,North,Furniture,Office Chair,36000,3
9933,2023-05-25,C004,Ananya,West,Office Supplies,Pen Set,2400,2
9934,2023-09-07,C010,Isha,South,Technology,Laptop,300000,4
9935,2023-04-12,C010,Isha,West,Technology,Monitor,66000,3
9936,2023-08-10,C007,Rohan,West,Office Supplies,Notebook,2400,3
9937,2023-10-09,C010,Isha,East,Office Supplies,Notebook,2400,3
9938,2023-11-03,C001,Aarav,North,Furniture,Desk,25000,1
9939,2023-03-03,C009,Karan,North,Technology,Laptop,150000,2
9940,2023-03-07,C002,Meera,North,Furniture,Desk,25000,1
9941,2023-05-11,C001,Aarav,South,Office Supplies,Pen Set,4800,4
9942,2023-08-11,C009,Karan,West,Office Supplies,Pen Set,6000,5
9943,2023-06-12,C009,Karan,West,Office Supplies,Notebook,4000,5
9944,2023-08-23,C004,Ananya,West,Technology,Tablet,30000,1
9945,2023-08-29,C001,Aarav,South,Technology,Laptop,300000,4
9946,2023-10-19,C008,Neha,West,Technology,Laptop,375000,5
9947,2023-04-14,C009,Karan,West,Technology,Monitor,66000,3
9948,2023-02-24,C007,Rohan,West,Technology,Laptop,225000,3
9949,2023-12-12,C002,Meera,West,Office Supplies,Notebook,800,1
9950,2023-07-05,C004,Ananya,West,Furniture,Desk,100000,4
9951,2023-02-26,C010,Isha,West,Office Supplies,Pen Set,2400,2
9952,2023-06-10,C004,Ananya,South,Technology,Laptop,225000,3
9953,2023-01-07,C009,Karan,West,Technology,Tablet,120000,4
9954,2023-05-12,C005,Vikram,West,Technology,Monitor,66000,3
9955,2023-03-18,C008,Neha,South,Technology,Tablet,30000,1
9956,2023-06-01,C007,Rohan,South,Furniture,Office Chair,60000,5
9957,2023-07-05,C008,Neha,East,Technology,Tablet,150000,5
9958,2023-05-06,C010,Isha,East,Office Supplies,Pen Set,3600,3
9959,2023-02-19,C004,Ananya,South,Technology,Tablet,90000,3
9960,2023-06-20,C004,Ananya,East,Furniture,Office Chair,24000,2
9961,2023-01-17,C009,Karan,North,Office Supplies,Notebook,2400,3
9962,2023-03-17,C007,Rohan,West,Office Supplies,Notebook,1600,2
9963,2023-05-12,C009,Karan,East,Furniture,Office Chair,60000,5
9964,2023-09-09,C001,Aarav,West,Technology,Monitor,66000,3
9965,2023-02-28,C010,Isha,South,Technology,Tablet,120000,4
9966,2023-07-01,C006,Priya,West,Technology,Laptop,225000,3
9967,2023-01-07,C003,Rahul,North,Furniture,Office Chair,24000,2
9968,2023-10-09,C009,Karan,North,Furniture,Office Chair,48000,4
9969,2023-10-11,C010,Isha,East,Furniture,Desk,100000,4
9970,2023-05-02,C002,Meera,North,Technology,Monitor,22000,1
9971,2023-05-30,C008,Neha,South,Office Supplies,Pen Set,4800,4
9972,2023-09-09,C005,Vikram,North,Technology,Monitor,110000,5
9973,2023-04-14,C009,Karan,West,Office Supplies,Pen Set,6000,5
9974,2023-02-17,C001,Aarav,West,Furniture,Desk,75000,3
9975,2023-12-01,C008,Neha,South,Office Supplies,Pen Set,2400,2
9976,2023-12-16,C010,Isha,West,Office Supplies,Pen Set,3600,3
9977,2023-05-15,C004,Ananya,North,Technology,Tablet,30000,1
9978,2023-03-28,C002,Meera,North,Technology,Tablet,30000,1
9979,2023-05-06,C008,Neha,West,Office Supplies,Notebook,2400,3
9980,2023-09-15,C007,Rohan,East,Office Supplies,Pen Set,6000,5
9981,2023-05-30,C005,Vikram,South,Technology,Tablet,30000,1
9982,2023-09-18,C006,Priya,North,Furniture,Office Chair,36000,3
9983,2023-08-13,C001,Aarav,East,Technology,Monitor,66000,3
9984,2023-07-24,C001,Aarav,South,Technology,Tablet,30000,1
9985,2023-05-28,C010,Isha,North,Furniture,Desk,125000,5
9986,2023-07-14,C004,Ananya,East,Office Supplies,Notebook,3200,4
9987,2023-10-30,C010,Isha,West,Office Supplies,Pen Set,2400,2
9988,2023-03-26,C009,Karan,South,Office Supplies,Notebook,800,1
9989,2023-05-07,C006,Priya,East,Technology,Laptop,150000,2
9990,2023-02-04,C001,Aarav,North,Office Supplies,Notebook,3200,4
9991,2023-04-25,C009,Karan,North,Furniture,Desk,125000,5
9992,2023-02-05,C004,Ananya,South,Technology,Monitor,44000,2
9993,2023-06-10,C004,Ananya,South,Technology,Monitor,88000,4
9994,2023-11-29,C007,Rohan,South,Office Supplies,Notebook,3200,4
9995,2023-11-09,C005,Vikram,North,Technology,Monitor,44000,2
9996,2023-03-13,C009,Karan,North,Technology,Tablet,60000,2
9997,2023-06-08,C006,Priya,East,Technology,Laptop,75000,1
9998,2023-05-06,C010,Isha,West,Technology,Tablet,120000,4
9999,2023-04-07,C008,Neha,West,Furniture,Office Chair,24000,2
10000,2023-05-13,C001,Aarav,East,Technology,Monitor,44000,2
10001,2023-03-15,C007,Rohan,North,Office Supplies,Pen Set,3600,3
10002,2023-01-06,C001,Aarav,West,Technology,Laptop,375000,5
10003,2023-09-28,C001,Aarav,East,Office Supplies,Notebook,1600,2
10004,2023-12-05,C003,Rahul,South,Office Supplies,Notebook,2400,3
10005,2023-01-08,C002,Meera,West,Furniture,Desk,75000,3
10006,2023-07-18,C005,Vikram,East,Office Supplies,Notebook,2400,3
10007,2023-09-02,C005,Vikram,South,Technology,Tablet,120000,4
10008,2023-11-14,C005,Vikram,West,Office Supplies,Notebook,3200,4
10009,2023-03-30,C002,Meera,North,Furniture,Office Chair,12000,1
10010,2023-02-03,C007,Rohan,North,Technology,Monitor,22000,1
10011,2023-06-15,C007,Rohan,East,Technology,Tablet,30000,1
10012,2023-08-23,C002,Meera,South,Office Supplies,Pen Set,4800,4
10013,2023-03-13,C010,Isha,East,Office Supplies,Notebook,2400,3
10014,2023-05-17,C009,Karan,East,Technology,Laptop,300000,4
10015,2023-01-26,C006,Priya,West,Technology,Monitor,88000,4
10016,2023-05-20,C001,Aarav,South,Furniture,Office Chair,24000,2
10017,2023-03-27,C002,Meera,West,Furniture,Office Chair,36000,3
10018,2023-03-11,C004,Ananya,South,Office Supplies,Notebook,4000,5
10019,2023-05-10,C010,Isha,West,Furniture,Desk,25000,1
10020,2023-10-15,C010,Isha,East,Furniture,Office Chair,36000,3
10021,2023-10-29,C002,Meera,North,Technology,Laptop,225000,3
10022,2023-04-20,C004,Ananya,North,Office Supplies,Notebook,1600,2
10023,2023-10-27,C002,Meera,East,Furniture,Office Chair,60000,5
10024,2023-06-20,C003,Rahul,West,Office Supplies,Pen Set,1200,1
10025,2023-05-17,C001,Aarav,West,Furniture,Desk,100000,4
10026,2023-12-02,C005,Vikram,North,Office Supplies,Pen Set,2400,2
10027,2023-06-18,C009,Karan,East,Technology,Laptop,375000,5
10028,2023-12-04,C001,Aarav,East,Furniture,Office Chair,48000,4
10029,2023-02-22,C004,Ananya,North,Furniture,Office Chair,48000,4
10030,2023-02-06,C003,Rahul,East,Furniture,Desk,125000,5
10031,2023-12-04,C004,Ananya,South,Furniture,Desk,25000,1
10032,2023-03-04,C005,Vikram,East,Technology,Laptop,225000,3
10033,2023-12-05,C008,Neha,West,Office Supplies,Notebook,3200,4
10034,2023-10-14,C005,Vikram,South,Office Supplies,Pen Set,2400,2
10035,2023-02-10,C005,Vikram,West,Technology,Tablet,150000,5
10036,2023-09-11,C004,Ananya,West,Technology,Laptop,225000,3
10037,2023-10-07,C009,Karan,North,Furniture,Office Chair,12000,1
10038,2023-04-23,C008,Neha,North,Office Supplies,Pen Set,4800,4
10039,2023-07-26,C008,Neha,South,Technology,Laptop,375000,5
10040,2023-06-23,C003,Rahul,North,Technology,Laptop,225000,3
10041,2023-12-13,C001,Aarav,South,Office Supplies,Notebook,800,1
10042,2023-07-21,C009,Karan,North,Technology,Laptop,150000,2
10043,2023-12-29,C005,Vikram,East,Technology,Tablet,60000,2
10044,2023-08-22,C001,Aarav,West,Technology,Monitor,110000,5
10045,2023-07-11,C008,Neha,North,Furniture,Office Chair,12000,1
10046,2023-06-19,C006,Priya,North,Furniture,Desk,75000,3
10047,2023-01-09,C009,Karan,East,Technology,Monitor,110000,5
10048,2023-09-17,C003,Rahul,West,Furniture,Desk,125000,5
10049,2023-03-18,C006,Priya,East,Furniture,Desk,50000,2
10050,2023-02-08,C007,Rohan,North,Technology,Monitor,110000,5
10051,2023-01-24,C005,Vikram,West,Furniture,Office Chair,60000,5
10052,2023-07-10,C005,Vikram,North,Office Supplies,Notebook,800,1
10053,2023-08-01,C005,Vikram,West,Furniture,Desk,25000,1
10054,2023-09-28,C006,Priya,West,Technology,Tablet,30000,1
10055,2023-04-24,C003,Rahul,North,Furniture,Office Chair,48000,4
10056,2023-08-08,C002,Meera,North,Technology,Tablet,90000,3
10057,2023-06-22,C007,Rohan,North,Furniture,Office Chair,24000,2
10058,2023-08-29,C009,Karan,South,Office Supplies,Notebook,1600,2
10059,2023-01-31,C009,Karan,South,Technology,Laptop,75000,1
10060,2023-05-28,C003,Rahul,East,Office Supplies,Notebook,800,1
10061,2023-04-01,C001,Aarav,West,Office Supplies,Notebook,4000,5
10062,2023-11-02,C002,Meera,North,Furniture,Office Chair,60000,5
10063,2023-03-31,C009,Karan,North,Technology,Monitor,66000,3
10064,2023-02-21,C010,Isha,West,Technology,Tablet,150000,5
10065,2023-04-04,C001,Aarav,South,Technology,Monitor,22000,1
10066,2023-12-13,C006,Priya,East,Technology,Monitor,110000,5
10067,2023-07-04,C001,Aarav,North,Technology,Laptop,75000,1
10068,2023-02-25,C007,Rohan,North,Office Supplies,Notebook,800,1
10069,2023-08-14,C008,Neha,East,Technology,Tablet,90000,3
10070,2023-09-29,C005,Vikram,East,Technology,Monitor,88000,4
10071,2023-06-11,C007,Rohan,West,Furniture,Desk,100000,4
10072,2023-05-07,C010,Isha,South,Office Supplies,Pen Set,2400,2
10073,2023-08-04,C010,Isha,North,Technology,Monitor,66000,3
10074,2023-09-30,C010,Isha,North,Technology,Laptop,150000,2
10075,2023-11-16,C005,Vikram,South,Technology,Tablet,90000,3
10076,2023-11-08,C005,Vikram,East,Furniture,Desk,100000,4
10077,2023-03-17,C004,Ananya,South,Technology,Monitor,66000,3
10078,2023-04-11,C004,Ananya,East,Furniture,Office Chair,12000,1
10079,2023-11-01,C003,Rahul,South,Technology,Monitor,88000,4
10080,2023-12-08,C003,Rahul,North,Technology,Laptop,375000,5
10081,2023-06-08,C008,Neha,East,Furniture,Desk,50000,2
10082,2023-09-24,C002,Meera,North,Furniture,Office Chair,36000,3
10083,2023-06-25,C009,Karan,West,Office Supplies,Notebook,4000,5
10084,2023-10-14,C006,Priya,North,Office Supplies,Notebook,2400,3
10085,2023-05-09,C005,Vikram,West,Furniture,Office Chair,60000,5
10086,2023-03-01,C007,Rohan,East,Technology,Monitor,88000,4
10087,2023-12-07,C005,Vikram,South,Office Supplies,Notebook,3200,4
10088,2023-07-06,C010,Isha,West,Office Supplies,Notebook,4000,5
10089,2023-05-04,C007,Rohan,East,Office Supplies,Notebook,4000,5
10090,2023-07-13,C001,Aarav,East,Technology,Monitor,22000,1
10091,2023-05-28,C010,Isha,West,Office Supplies,Notebook,800,1
10092,2023-03-10,C007,Rohan,East,Furniture,Office Chair,36000,3
10093,2023-03-04,C002,Meera,South,Technology,Laptop,300000,4
10094,2023-02-09,C003,Rahul,East,Technology,Tablet,90000,3
10095,2023-10-19,C007,Rohan,North,Furniture,Office Chair,60000,5
10096,2023-09-28,C008,Neha,South,Technology,Tablet,90000,3
10097,2023-09-21,C002,Meera,West,Technology,Laptop,225000,3
10098,2023-09-22,C010,Isha,West,Furniture,Desk,125000,5
10099,2023-02-02,C007,Rohan,West,Technology,Tablet,150000,5
10100,2023-05-30,C009,Karan,East,Office Supplies,Notebook,2400,3
10101,2023-05-18,C003,Rahul,East,Office Supplies,Pen Set,2400,2
10102,2023-01-07,C010,Isha,North,Technology,Monitor,110000,5
10103,2023-07-02,C007,Rohan,North,Technology,Laptop,150000,2
10104,2023-12-16,C005,Vikram,West,Technology,Laptop,225000,3
10105,2023-01-21,C001,Aarav,East,Office Supplies,Notebook,1600,2
10106,2023-05-09,C007,Rohan,West,Technology,Tablet,60000,2
10107,2023-07-21,C002,Meera,East,Office Supplies,Pen Set,1200,1
10108,2023-11-15,C006,Priya,North,Furniture,Desk,50000,2
10109,2023-05-12,C007,Rohan,South,Furniture,Desk,25000,1
10110,2023-08-06,C002,Meera,South,Office Supplies,Notebook,2400,3
10111,2023-05-19,C001,Aarav,East,Technology,Tablet,150000,5
10112,2023-07-23,C006,Priya,South,Furniture,Desk,100000,4
10113,2023-05-13,C002,Meera,East,Office Supplies,Pen Set,6000,5
10114,2023-12-29,C010,Isha,West,Technology,Monitor,110000,5
10115,2023-11-25,C007,Rohan,West,Furniture,Desk,100000,4
10116,2023-11-28,C004,Ananya,North,Office Supplies,Notebook,3200,4
10117,2023-06-16,C004,Ananya,East,Office Supplies,Notebook,2400,3
10118,2023-11-12,C005,Vikram,South,Office Supplies,Notebook,1600,2
10119,2023-10-22,C006,Priya,North,Technology,Monitor,44000,2
10120,2023-11-09,C004,Ananya,North,Furniture,Office Chair,12000,1
10121,2023-12-13,C001,Aarav,South,Technology,Laptop,375000,5
10122,2023-03-27,C008,Neha,North,Technology,Laptop,75000,1
10123,2023-03-12,C002,Meera,South,Office Supplies,Notebook,1600,2
10124,2023-10-30,C007,Rohan,West,Furniture,Office Chair,60000,5
10125,2023-09-06,C002,Meera,North,Technology,Monitor,66000,3
10126,2023-08-04,C005,Vikram,South,Office Supplies,Pen Set,3600,3
10127,2023-12-20,C010,Isha,North,Office Supplies,Pen Set,3600,3
10128,2023-12-17,C010,Isha,North,Technology,Tablet,30000,1
10129,2023-07-24,C007,Rohan,North,Technology,Tablet,120000,4
10130,2023-10-05,C001,Aarav,East,Technology,Tablet,60000,2
10131,2023-04-04,C001,Aarav,North,Furniture,Desk,25000,1
10132,2023-12-04,C004,Ananya,South,Technology,Monitor,88000,4
10133,2023-10-18,C002,Meera,South,Furniture,Office Chair,48000,4
10134,2023-05-03,C002,Meera,South,Furniture,Office Chair,60000,5
10135,2023-05-06,C008,Neha,South,Furniture,Office Chair,24000,2
10136,2023-03-20,C005,Vikram,West,Technology,Monitor,88000,4
10137,2023-05-07,C007,Rohan,East,Technology,Monitor,44000,2
10138,2023-12-26,C010,Isha,East,Technology,Tablet,30000,1
10139,2023-04-01,C004,Ananya,South,Technology,Laptop,300000,4
10140,2023-10-13,C006,Priya,East,Technology,Monitor,66000,3
10141,2023-10-19,C005,Vikram,South,Furniture,Office Chair,36000,3
10142,2023-02-28,C005,Vikram,South,Technology,Monitor,110000,5
10143,2023-05-12,C005,Vikram,West,Technology,Laptop,75000,1
10144,2023-05-17,C010,Isha,West,Furniture,Desk,100000,4
10145,2023-02-09,C009,Karan,North,Office Supplies,Notebook,4000,5
10146,2023-05-02,C005,Vikram,East,Technology,Monitor,66000,3
10147,2023-05-17,C005,Vikram,North,Technology,Laptop,150000,2
10148,2023-02-24,C010,Isha,West,Furniture,Office Chair,12000,1
10149,2023-01-08,C004,Ananya,South,Furniture,Office Chair,60000,5
10150,2023-10-22,C009,Karan,North,Office Supplies,Notebook,2400,3
10151,2023-10-25,C003,Rahul,North,Office Supplies,Pen Set,4800,4
10152,2023-04-04,C005,Vikram,South,Technology,Laptop,375000,5
10153,2023-11-03,C003,Rahul,East,Furniture,Office Chair,60000,5
10154,2023-03-14,C010,Isha,South,Technology,Monitor,66000,3
10155,2023-01-30,C006,Priya,West,Technology,Laptop,150000,2
10156,2023-09-03,C007,Rohan,South,Office Supplies,Notebook,4000,5
10157,2023-06-19,C009,Karan,North,Office Supplies,Pen Set,6000,5
10158,2023-04-11,C010,Isha,East,Furniture,Desk,125000,5
10159,2023-04-12,C010,Isha,South,Furniture,Desk,100000,4
10160,2023-09-22,C010,Isha,West,Technology,Tablet,120000,4
10161,2023-03-16,C010,Isha,North,Technology,Tablet,120000,4
10162,2023-05-08,C004,Ananya,East,Technology,Monitor,88000,4
10163,2023-08-06,C004,Ananya,North,Furniture,Office Chair,60000,5
10164,2023-05-23,C009,Karan,South,Furniture,Office Chair,12000,1
10165,2023-04-21,C006,Priya,South,Office Supplies,Notebook,1600,2
10166,2023-06-19,C001,Aarav,West,Technology,Tablet,90000,3
10167,2023-10-13,C003,Rahul,North,Technology,Tablet,150000,5
10168,2023-01-27,C002,Meera,North,Technology,Laptop,150000,2
10169,2023-05-22,C006,Priya,South,Technology,Monitor,44000,2
10170,2023-11-12,C010,Isha,East,Office Supplies,Notebook,3200,4
10171,2023-08-31,C001,Aarav,North,Furniture,Desk,75000,3
10172,2023-04-04,C010,Isha,South,Office Supplies,Notebook,4000,5
10173,2023-02-07,C002,Meera,East,Technology,Tablet,150000,5
10174,2023-01-28,C007,Rohan,East,Technology,Monitor,22000,1
10175,2023-04-09,C002,Meera,North,Office Supplies,Notebook,1600,2
10176,2023-04-15,C009,Karan,East,Office Supplies,Notebook,4000,5
10177,2023-11-15,C003,Rahul,South,Technology,Monitor,110000,5
10178,2023-05-07,C008,Neha,North,Office Supplies,Pen Set,6000,5
10179,2023-11-16,C009,Karan,East,Technology,Laptop,75000,1
10180,2023-04-26,C005,Vikram,East,Technology,Tablet,60000,2
10181,2023-05-14,C008,Neha,South,Office Supplies,Pen Set,3600,3
10182,2023-01-12,C007,Rohan,West,Technology,Tablet,90000,3
10183,2023-03-08,C002,Meera,West,Furniture,Office Chair,48000,4
10184,2023-07-11,C001,Aarav,North,Furniture,Desk,50000,2
10185,2023-11-30,C006,Priya,North,Technology,Laptop,375000,5
10186,2023-07-20,C001,Aarav,East,Technology,Tablet,30000,1
10187,2023-03-10,C007,Rohan,North,Technology,Laptop,300000,4
10188,2023-07-13,C001,Aarav,East,Technology,Laptop,225000,3
10189,2023-04-22,C008,Neha,West,Furniture,Office Chair,12000,1
10190,2023-03-17,C003,Rahul,North,Office Supplies,Pen Set,1200,1
10191,2023-05-16,C005,Vikram,North,Office Supplies,Notebook,1600,2
10192,2023-05-20,C009,Karan,South,Furniture,Desk,75000,3
10193,2023-06-01,C006,Priya,South,Furniture,Office Chair,12000,1
10194,2023-10-13,C009,Karan,West,Furniture,Office Chair,12000,1
10195,2023-08-12,C006,Priya,East,Office Supplies,Pen Set,4800,4
10196,2023-11-19,C007,Rohan,South,Technology,Laptop,150000,2
10197,2023-10-09,C004,Ananya,North,Technology,Laptop,375000,5
10198,2023-02-02,C007,Rohan,West,Office Supplies,Notebook,4000,5
10199,2023-01-10,C001,Aarav,North,Furniture,Office Chair,12000,1
10200,2023-01-30,C001,Aarav,West,Office Supplies,Notebook,2400,3
10201,2023-02-14,C009,Karan,West,Office Supplies,Notebook,4000,5
10202,2023-05-10,C002,Meera,South,Office Supplies,Pen Set,3600,3
10203,2023-05-26,C003,Rahul,West,Technology,Monitor,66000,3
10204,2023-01-29,C009,Karan,West,Furniture,Desk,75000,3
10205,2023-04-12,C007,Rohan,North,Technology,Laptop,375000,5
10206,2023-04-12,C006,Priya,North,Furniture,Office Chair,36000,3
10207,2023-01-04,C003,Rahul,South,Furniture,Office Chair,36000,3
10208,2023-07-10,C002,Meera,East,Technology,Tablet,30000,1
10209,2023-07-01,C002,Meera,South,Office Supplies,Notebook,800,1
10210,2023-03-05,C004,Ananya,South,Technology,Tablet,60000,2
10211,2023-04-23,C004,Ananya,East,Technology,Monitor,44000,2
10212,2023-09-06,C010,Isha,South,Furniture,Office Chair,12000,1
10213,2023-04-15,C008,Neha,West,Technology,Tablet,60000,2
10214,2023-12-14,C003,Rahul,East,Furniture,Desk,75000,3
10215,2023-05-09,C007,Rohan,North,Office Supplies,Pen Set,6000,5
10216,2023-10-05,C001,Aarav,West,Technology,Laptop,75000,1
10217,2023-07-12,C002,Meera,South,Office Supplies,Notebook,800,1
10218,2023-01-04,C009,Karan,West,Technology,Monitor,44000,2
10219,2023-06-14,C004,Ananya,East,Furniture,Desk,75000,3
10220,2023-02-06,C001,Aarav,East,Furniture,Desk,100000,4
10221,2023-09-28,C002,Meera,North,Technology,Tablet,90000,3
10222,2023-09-07,C008,Neha,South,Technology,Tablet,60000,2
10223,2023-04-10,C008,Neha,West,Technology,Laptop,375000,5
10224,2023-09-12,C009,Karan,South,Technology,Laptop,150000,2
10225,2023-12-06,C005,Vikram,South,Furniture,Office Chair,60000,5
10226,2023-02-24,C004,Ananya,South,Technology,Tablet,30000,1
10227,2023-08-28,C001,Aarav,South,Technology,Monitor,110000,5
10228,2023-05-02,C004,Ananya,South,Office Supplies,Pen Set,2400,2
10229,2023-12-05,C001,Aarav,East,Technology,Monitor,44000,2
10230,2023-03-02,C004,Ananya,East,Technology,Tablet,90000,3
10231,2023-01-17,C010,Isha,North,Furniture,Desk,100000,4
10232,2023-04-29,C007,Rohan,South,Technology,Laptop,375000,5
10233,2023-10-08,C009,Karan,East,Technology,Monitor,88000,4
10234,2023-12-16,C010,Isha,South,Technology,Monitor,22000,1
10235,2023-03-09,C007,Rohan,South,Office Supplies,Notebook,2400,3
10236,2023-07-22,C002,Meera,North,Furniture,Desk,50000,2
10237,2023-06-19,C002,Meera,North,Office Supplies,Pen Set,6000,5
10238,2023-12-12,C010,Isha,South,Technology,Monitor,66000,3
10239,2023-08-04,C009,Karan,South,Furniture,Office Chair,12000,1
10240,2023-10-10,C010,Isha,South,Technology,Tablet,150000,5
10241,2023-01-03,C007,Rohan,South,Technology,Laptop,300000,4
10242,2023-05-31,C001,Aarav,West,Furniture,Desk,125000,5
10243,2023-10-31,C010,Isha,East,Office Supplies,Pen Set,3600,3
10244,2023-08-11,C003,Rahul,North,Office Supplies,Pen Set,4800,4
10245,2023-12-17,C010,Isha,North,Furniture,Office Chair,12000,1
10246,2023-12-30,C007,Rohan,North,Technology,Laptop,300000,4
10247,2023-03-26,C007,Rohan,West,Office Supplies,Notebook,3200,4
10248,2023-01-24,C004,Ananya,North,Office Supplies,Notebook,2400,3
10249,2023-03-18,C006,Priya,North,Office Supplies,Pen Set,1200,1
10250,2023-08-23,C009,Karan,East,Furniture,Office Chair,48000,4
10251,2023-11-11,C003,Rahul,North,Technology,Monitor,110000,5
10252,2023-03-15,C010,Isha,East,Office Supplies,Notebook,1600,2
10253,2023-02-14,C010,Isha,East,Technology,Tablet,120000,4
10254,2023-08-27,C005,Vikram,East,Technology,Laptop,150000,2
10255,2023-03-02,C002,Meera,North,Office Supplies,Pen Set,1200,1
10256,2023-09-14,C009,Karan,West,Furniture,Office Chair,24000,2
10257,2023-01-11,C008,Neha,East,Technology,Tablet,30000,1
10258,2023-10-28,C002,Meera,West,Technology,Monitor,110000,5
10259,2023-11-05,C008,Neha,West,Technology,Tablet,30000,1
10260,2023-12-08,C007,Rohan,South,Office Supplies,Pen Set,3600,3
10261,2023-09-30,C008,Neha,East,Office Supplies,Pen Set,6000,5
10262,2023-11-04,C006,Priya,North,Office Supplies,Pen Set,6000,5
10263,2023-04-28,C008,Neha,South,Furniture,Office Chair,60000,5
10264,2023-12-20,C002,Meera,North,Furniture,Office Chair,48000,4
10265,2023-02-09,C008,Neha,North,Technology,Monitor,110000,5
10266,2023-12-30,C009,Karan,East,Furniture,Office Chair,12000,1
10267,2023-07-13,C010,Isha,North,Office Supplies,Notebook,4000,5
10268,2023-11-18,C001,Aarav,South,Furniture,Office Chair,60000,5
10269,2023-01-14,C003,Rahul,South,Office Supplies,Notebook,4000,5
10270,2023-12-21,C003,Rahul,South,Technology,Laptop,75000,1
10271,2023-08-21,C005,Vikram,South,Furniture,Office Chair,48000,4
10272,2023-04-10,C010,Isha,East,Office Supplies,Pen Set,3600,3
10273,2023-01-16,C008,Neha,North,Office Supplies,Notebook,1600,2
10274,2023-05-15,C004,Ananya,East,Office Supplies,Notebook,4000,5
10275,2023-02-19,C006,Priya,East,Technology,Tablet,120000,4
10276,2023-06-12,C003,Rahul,North,Technology,Tablet,150000,5
10277,2023-10-19,C008,Neha,North,Office Supplies,Pen Set,3600,3
